PTVlab 2010 by W.Th. & E.J.S., ASCII chart output - 30-Jul-2012
FRAME: 1, filenames: A: EXP2186.jpg & B: EXP2187.jpg, conversion factor xy (px -> m/s): 1, conversion factor uv (px/im.pair -> m/s): 1
331,401,2.507491749,-12.81509378,-0.02453925035
331,411,2.426337021,-12.97155241,-0.05298015861
331,421,2.484395659,-12.99681312,-0.08899705694
331,431,2.891529149,-13.02575058,-0.09519765967
331,441,3.290920005,-13.11825759,-0.07194647812
331,451,3.586842305,-12.96556837,-0.04300622407
331,461,3.814468965,-12.65103449,-0.02606839834
331,471,4.042095625,-12.33650061,-0.03249075351
331,481,4.3901377,-12.02455893,-0.03388974582
331,491,4.609593187,-11.68213947,-0.02894386071
331,501,4.82588131,-11.35021505,-0.00464457853
331,511,4.506500216,-11.58168862,0.04492331816
331,521,3.747953578,-11.98462425,0.06688159538
331,531,2.98940694,-12.38755988,0.06544037951
331,541,2.230860303,-12.79049552,0.0472080065
331,551,1.567300637,-13.41616008,0.0001860704208
331,561,1.465812766,-13.30183153,-0.03068565883
331,571,1.510894659,-13.22546299,-0.01829596507
331,581,1.543038908,-13.28170792,-0.003721021966
331,591,1.575183157,-13.33795284,-0.005886041497
331,601,1.607327406,-13.39419777,-0.008051061028
331,611,1.639471655,-13.45044269,-0.01172195187
331,621,1.70173333,-13.4714838,-0.0157391798
331,631,1.770921748,-13.48442833,-0.01825053642
331,641,1.840110165,-13.49737287,-0.02331790014
331,651,1.909298582,-13.5103174,-0.02807020993
331,661,1.937540474,-13.45490516,-0.03209365536
331,671,1.951205078,-13.37515737,-0.03935366398
331,681,2.283254056,-14.31177403,-0.01036762669
331,691,1.55465832,-13.14021853,-0.02206478088
331,701,2.429442814,-14.11709923,-0.03522834702
331,711,1.009640025,-12.47198212,0.0910638058
341,1,NaN,NaN,NaN
341,11,NaN,NaN,NaN
341,21,NaN,NaN,NaN
341,31,NaN,NaN,NaN
341,41,NaN,NaN,NaN
341,51,NaN,NaN,NaN
341,61,NaN,NaN,NaN
341,71,NaN,NaN,NaN
341,81,2.478607062,-12.85214057,NaN
341,91,2.277960302,-12.85645082,NaN
341,101,2.108082105,-12.8238495,-0.009015063333
341,111,2.019328554,-12.69392686,-0.008740819325
341,121,1.945571187,-12.54764564,-0.01374342648
341,131,1.966525365,-12.37786845,-0.02768636701
341,141,2.027456889,-12.29949639,-0.02967883792
341,151,2.003763505,-12.24264362,-0.01326607853
341,161,1.774308438,-11.41834362,-0.0632319266
341,171,2.0809499,-11.35812276,-0.06248016324
341,181,2.389971639,-11.30175172,-0.05748933269
341,191,2.725625326,-11.35766797,-0.0525756518
341,201,3.065202283,-11.43012577,-0.04633037349
341,211,3.40477924,-11.50258356,-0.04687155693
341,221,3.822500886,-11.30423804,-0.03582345093
341,231,4.584562454,-11.09196998,0.02105431269
341,241,3.545238297,-12.24150592,0.01010132135
341,251,3.339474015,-12.78232108,-0.008201374891
341,261,3.264624167,-13.22753382,-0.01474709654
341,271,3.189774318,-13.67274657,-0.01474709654
341,281,3.11492447,-14.11795931,-0.01474709654
341,291,3.040074621,-14.56317205,-0.01600624368
341,301,2.899241247,-14.78332442,-0.04415692791
341,311,2.864970555,-14.69401103,-0.0577671547
341,321,2.832306182,-14.60442,-0.05784747059
341,331,2.799641809,-14.51482896,-0.05784747059
341,341,2.766977436,-14.42523793,-0.05784747059
341,351,2.734313063,-14.3356469,-0.05784747059
341,361,2.701648689,-14.24605587,-0.05703508363
341,371,2.652736577,-14.14098838,-0.006510801657
341,381,2.232935926,-13.51165769,-0.02488969077
341,391,2.748354106,-13.23032432,-0.06586592542
341,401,2.971660331,-13.08082254,-0.04279829376
341,411,2.794872566,-13.43253324,-0.03813946304
341,421,2.659700416,-13.69927816,-0.08243881717
341,431,3.022112169,-13.574465,-0.05754621339
341,441,3.272200309,-13.31315957,-0.03157577233
341,451,3.499826969,-12.99862569,-0.02401477016
341,461,3.727453629,-12.68409181,-0.02566907494
341,471,3.955080289,-12.36955793,-0.029560965
341,481,4.252558282,-12.06328949,-0.03640206015
341,491,4.619599045,-11.75370627,-0.03403038328
341,501,4.823104337,-11.46413774,-0.008696625411
341,511,4.565686182,-11.6714193,0.04182517124
341,521,3.807139544,-12.07435493,0.06103795163
341,531,3.060885583,-12.50611489,0.04180483587
341,541,2.417340773,-13.17871101,0.02318635393
341,551,1.773795962,-13.85130713,-0.003266067858
341,561,1.612368024,-13.82399586,-0.04782404365
341,571,1.685948178,-13.4555144,-0.04446703254
341,581,1.749492942,-13.18989771,-0.02115891797
341,591,1.781637191,-13.24614264,0.001647427064
341,601,1.81378144,-13.30238756,0.005966595571
341,611,1.845925689,-13.35863249,0.005966595571
341,621,1.878069938,-13.41487742,0.004206404444
341,631,1.910214187,-13.47112234,0.002041384913
341,641,1.942358436,-13.52736727,-0.0001236346175
341,651,1.974502685,-13.58361219,-0.002288654148
341,661,2.006646934,-13.63985712,-0.00850605638
341,671,2.051482061,-13.40150241,0.00250232777
341,681,2.155031699,-13.48429421,0.1047903947
341,691,1.253323448,-13.49205168,0.04086825432
341,701,1.501244905,-14.61538684,0.03700280351
341,711,1.297722722,-13.33337373,-0.06578694211
351,1,NaN,NaN,NaN
351,11,NaN,NaN,NaN
351,21,NaN,NaN,NaN
351,31,NaN,NaN,NaN
351,41,NaN,NaN,NaN
351,51,2.406150781,-12.87213849,NaN
351,61,2.282234804,-13.06917703,NaN
351,71,2.276292216,-13.08596683,NaN
351,81,2.140965336,-13.16107526,-0.02993065006
351,91,2.21233613,-13.07516078,-0.0379500731
351,101,2.283706923,-12.9892463,-0.04029250273
351,111,2.355077717,-12.90333181,-0.04225467904
351,121,2.321522116,-12.89322718,-0.04334954326
351,131,2.254261688,-12.90747446,-0.05028148379
351,141,2.22356626,-12.8620488,-0.05138779185
351,151,2.267851174,-12.69425756,-0.05037129756
351,161,2.327764321,-12.56940427,-0.07644942478
351,171,2.237103019,-11.91584393,-0.08573184043
351,181,2.546124758,-11.85947288,-0.08667429066
351,191,2.855146497,-11.80310184,-0.08105992571
351,201,3.164168235,-11.7467308,-0.07461848392
351,211,3.473189974,-11.69035976,-0.06328979814
351,221,3.684466833,-10.77952609,-0.0007068123863
351,231,3.367338234,-11.11143065,-0.003171335409
351,241,3.404637102,-12.66501491,-0.042263843
351,251,3.376772942,-13.00464189,-0.0412918568
351,261,3.301923093,-13.44985464,-0.02584615323
351,271,3.227073245,-13.89506738,-0.01474709654
351,281,3.152223396,-14.34028012,-0.01474709654
351,291,3.077373548,-14.78549287,-0.01474709654
351,301,3.002523699,-15.23070561,-0.02415564187
351,311,2.89078438,-15.30515011,-0.05299122207
351,321,2.858120006,-15.21555908,-0.05784747059
351,331,2.825455633,-15.12596804,-0.05784747059
351,341,2.79279126,-15.03637701,-0.05784747059
351,351,2.760126887,-14.94678598,-0.05784747059
351,361,2.727462513,-14.85719495,0.00396673633
351,371,2.040383555,-14.14425455,0.005379725543
351,381,2.389271211,-13.80095474,-0.07570782886
351,391,2.904689391,-13.51962137,-0.1060790088
351,401,3.059892002,-13.62454119,-0.06596621782
351,411,2.998551863,-14.04630159,-0.06536707452
351,421,2.806542488,-14.41834986,-0.04358225406
351,431,2.966552889,-13.56417495,-0.01640327024
351,441,3.194315291,-13.27205823,-0.01540458075
351,451,3.417868434,-12.99061045,-0.01684842257
351,461,3.641421576,-12.70916267,-0.01865723903
351,471,3.868064953,-12.40261526,-0.02051521968
351,481,4.095691612,-12.08808138,-0.03828523829
351,491,4.480960056,-11.79220108,-0.05786799128
351,501,4.820327364,-11.57806042,-0.04387707121
351,511,4.624872148,-11.76114998,0.02748020992
351,521,3.910925719,-12.26866582,0.03640166523
351,531,3.267380908,-12.94126194,0.02083977574
351,541,2.623836098,-13.61385806,0.02083977574
351,551,1.980291287,-14.28645418,-0.0002690644833
351,561,1.758923281,-14.34616018,-0.04482704028
351,571,1.832503436,-13.97767872,-0.05957444831
351,581,1.90608359,-13.60919726,-0.05443120944
351,591,1.979663745,-13.2407158,-0.03154446888
351,601,2.020235474,-13.21057736,-0.008236354313
351,611,2.052379723,-13.26682228,0.005966595571
351,621,2.084523972,-13.32306721,0.005966595571
351,631,2.116668221,-13.37931214,0.005966595571
351,641,2.14881247,-13.43555706,0.005966595571
351,651,2.180956719,-13.49180199,0.005966595571
351,661,2.213100968,-13.54804691,0.00504565326
351,671,2.263664063,-13.17672605,0.02438127926
351,681,2.094748576,-13.01412475,0.07792578783
351,691,1.072480713,-12.97664023,0.04967790856
351,701,1.526034343,-13.33264388,0.08899994429
351,711,1.585805419,-14.19476533,-0.06471928238
361,1,NaN,NaN,NaN
361,11,NaN,NaN,NaN
361,21,NaN,NaN,NaN
361,31,NaN,NaN,NaN
361,41,2.389197997,-12.66529114,NaN
361,51,2.614631863,-12.47243463,-0.006882834898
361,61,2.482670596,-13.11543316,-0.007409751078
361,71,2.469230566,-13.63973258,-0.04568234853
361,81,2.672259275,-13.51470966,-0.05666153527
361,91,2.682847773,-13.47271069,-0.04815516644
361,101,2.615587344,-13.48695797,-0.04927080819
361,111,2.548326915,-13.50120525,-0.05427889626
361,121,2.481066486,-13.51545253,-0.05513370425
361,131,2.443369015,-13.48145398,-0.0516090455
361,141,2.487653929,-13.31366275,-0.04958988589
361,151,2.531938842,-13.14587151,-0.04958988589
361,161,2.576223756,-12.97808027,-0.04785351774
361,171,2.628719254,-12.85439913,-0.07360565848
361,181,2.702277877,-12.41719405,-0.07656173099
361,191,3.011299616,-12.36082301,-0.08667429066
361,201,3.320321354,-12.30445197,-0.08667429066
361,211,3.629343093,-12.24808093,-0.07500127743
361,221,3.704904567,-11.42422602,-0.04530105284
361,231,3.231353161,-11.43522642,-0.03052050897
361,241,3.280159772,-13.07734808,-0.03967263702
361,251,3.200139574,-13.71087222,-0.05425879134
361,261,3.241086043,-13.89415659,-0.06846682686
361,271,3.264372171,-14.11738819,-0.04958059187
361,281,3.189522323,-14.56260094,-0.03157737388
361,291,3.114672474,-15.00781368,-0.01848095476
361,301,3.039822626,-15.45302642,-0.01474709654
361,311,2.964972777,-15.89823916,-0.03297605368
361,321,2.88393383,-15.82669816,-0.05542874191
361,331,2.851269457,-15.73710712,-0.05784747059
361,341,2.818605084,-15.64751609,-0.05784747059
361,351,2.785940711,-15.55792506,-0.0002846038742
361,361,2.142408748,-14.88646447,0.03353658721
361,371,2.030188317,-14.37158517,-0.05800774684
361,381,2.481160638,-14.16150843,-0.1280347783
361,391,2.897630481,-14.6812837,-0.1280564876
361,401,2.668279363,-14.30628443,-0.07265473082
361,411,2.952882718,-14.99322424,-0.08622287759
361,421,2.857437085,-14.60292222,-0.01568036873
361,431,2.875386719,-13.5147576,-0.0175383936
361,441,3.123943132,-13.16993564,-0.02029179744
361,451,3.347496274,-12.88848786,-0.03279813466
361,461,3.571049417,-12.60704007,-0.04655463542
361,471,3.79460256,-12.32559229,-0.06413001849
361,481,4.069433721,-12.21609915,-0.08329493244
361,491,4.368069032,-12.18643034,-0.1072554124
361,501,4.832547256,-12.19776707,-0.1005471915
361,511,4.760965854,-12.03121675,-0.02851930839
361,521,4.117421044,-12.70381287,0.02083977574
361,531,3.473876233,-13.37640899,0.02083977574
361,541,2.830331423,-14.04900511,0.02083977574
361,551,2.186786612,-14.72160124,0.002727938892
361,561,1.905478539,-14.86832451,-0.0418300369
361,571,1.979058693,-14.49984305,-0.05957444831
361,581,2.052638848,-14.13136159,-0.05957444831
361,591,2.126219003,-13.76288013,-0.05957444831
361,601,2.199799157,-13.39439867,-0.04193001979
361,611,2.258833757,-13.17501208,-0.01862190522
361,621,2.290978006,-13.23125701,0.003958931608
361,631,2.323122255,-13.28750193,0.005966595571
361,641,2.355266504,-13.34374686,0.005966595571
361,651,2.387410753,-13.39999178,0.005966595571
361,661,2.419555002,-13.45623671,0.002674765138
361,671,2.578598997,-13.03222922,-0.0009350181514
361,681,2.429223251,-13.1169618,0.05266229201
361,691,1.319679057,-13.06720774,0.07068452685
361,701,0.3445625319,-12.32206325,-0.03790918313
361,711,1.6556264,-14.50821722,-0.1551157195
371,1,NaN,NaN,NaN
371,11,NaN,NaN,NaN
371,21,NaN,NaN,NaN
371,31,2.339717032,-12.59097417,NaN
371,41,2.571045121,-12.747034,-0.07148897751
371,51,2.944617499,-12.91632259,-0.07904741277
371,61,2.974942032,-13.36277334,-0.04691373337
371,71,3.002251682,-13.81002513,-0.03691516954
371,81,2.909652571,-14.08068876,-0.05141724543
371,91,2.842392142,-14.09493604,-0.05549649173
371,101,2.775131714,-14.10918332,-0.05549649173
371,111,2.707871285,-14.1234306,-0.0553549579
371,121,2.66317177,-14.10085917,-0.05183029915
371,131,2.707456684,-13.93306793,-0.04958988589
371,141,2.751741597,-13.76527669,-0.04958988589
371,151,2.796026511,-13.59748545,-0.04958988589
371,161,2.840311425,-13.42969421,-0.04958988589
371,171,2.884596339,-13.26190298,-0.044888586
371,181,2.878965354,-13.00812714,-0.07056940124
371,191,3.167452734,-12.91854418,-0.08564757272
371,201,3.476474473,-12.86217314,-0.08667429066
371,211,3.785496212,-12.8058021,-0.06810833148
371,221,3.723198767,-12.08353708,-0.04257671116
371,231,3.220464348,-12.14658563,-0.04505489581
371,241,3.155682442,-13.48968124,-0.033916827
371,251,3.074134561,-14.12889145,-0.03353939003
371,261,2.996117853,-14.75495858,-0.06246040014
371,271,3.037064322,-14.93824294,-0.08817748363
371,281,3.078010791,-15.1215273,-0.07508106451
371,291,3.11895726,-15.30481166,-0.05784553659
371,301,3.077121552,-15.67534724,-0.0389593016
371,311,3.002271704,-16.12055998,-0.02332846538
371,321,2.909747654,-16.43783724,-0.04181034784
371,331,2.877083281,-16.3482462,-0.05784747059
371,341,2.844418908,-16.25865517,-0.004535944079
371,351,2.244433941,-15.62867439,0.05496489895
371,361,1.671105423,-14.94221559,-0.02748936535
371,371,1.91087896,-14.9656576,-0.1076296408
371,381,1.885963383,-15.49420815,-0.09732538445
371,391,1.587827228,-15.8936324,-0.1180271302
371,401,2.532042578,-15.02238357,-0.08220641298
371,411,2.04919102,-15.58160141,-0.0338279908
371,421,2.823573659,-14.80945324,-0.06601180148
371,431,2.901008965,-13.64843678,-0.02847943107
371,441,3.079735396,-13.20578463,-0.05425812727
371,451,3.351597415,-13.19946686,-0.08513520846
371,461,3.623459434,-13.19314909,-0.1061490354
371,471,3.895321454,-13.18683132,-0.1199055361
371,481,4.167183473,-13.18051356,-0.125064305
371,491,4.439045493,-13.17419579,-0.1335898094
371,501,4.858066562,-13.19610743,-0.1138260482
371,511,4.736062564,-13.04666236,-0.07571773639
371,521,4.323916369,-13.13895992,-0.01598099944
371,531,3.680371558,-13.81155605,0.02083977574
371,541,3.036826748,-14.48415217,0.02083977574
371,551,2.393281937,-15.15674829,0.005724942266
371,561,2.052033796,-15.39048884,-0.03883303353
371,571,2.125613951,-15.02200738,-0.05957444831
371,581,2.199194106,-14.65352592,-0.05957444831
371,591,2.27277426,-14.28504446,-0.05957444831
371,601,2.346354415,-13.916563,-0.05957444831
371,611,2.419934569,-13.54808154,-0.0521197049
371,621,2.493514724,-13.17960008,-0.02900745613
371,631,2.529576289,-13.19569173,-0.005699341566
371,641,2.561720538,-13.25193665,0.005966595571
371,651,2.593864787,-13.30818158,0.005835070487
371,661,2.628639538,-13.30336337,-0.01517371739
371,671,3.27498884,-13.18575816,-0.02210581382
371,681,2.763697925,-13.21979885,0.04024518509
371,691,2.075987524,-13.64761041,-0.06396184409
371,701,2.841248503,-13.7548802,-0.1546758419
371,711,2.732291819,-14.67495198,0.01842024401
381,1,NaN,NaN,NaN
381,11,NaN,NaN,NaN
381,21,NaN,NaN,NaN
381,31,2.359232149,-13.3341104,NaN
381,41,2.590560238,-13.49017023,-0.09919692027
381,51,2.856898095,-13.64948597,-0.1072783342
381,61,3.263083235,-13.99607365,-0.08500476967
381,71,3.290392885,-14.44332543,-0.05363571546
381,81,3.069196941,-14.70291411,-0.04779971599
381,91,3.001936512,-14.71716139,-0.05549649173
381,101,2.934676084,-14.73140866,-0.05557621155
381,111,2.882974525,-14.72026435,-0.0520515528
381,121,2.927259439,-14.55247311,-0.04958988589
381,131,2.971544352,-14.38468188,-0.04958988589
381,141,3.015829266,-14.21689064,-0.04958988589
381,151,3.06011418,-14.0490994,-0.04958988589
381,161,3.104399094,-13.88130816,-0.04958988589
381,171,3.148684008,-13.71351692,-0.04958988589
381,181,3.192968921,-13.54572568,-0.05820671648
381,191,3.323605853,-13.47626535,-0.07962549037
381,201,3.632627592,-13.4198943,-0.08667429066
381,211,3.941649331,-13.36352326,-0.06049693885
381,221,3.727124033,-12.84079211,-0.03986251727
381,231,3.224389614,-12.90384066,-0.04092955708
381,241,3.031205113,-13.9020144,-0.02507027956
381,251,2.949657231,-14.54122461,-0.03307852818
381,261,2.868109349,-15.18043483,-0.03401241574
381,271,2.792096133,-15.79904493,-0.06293342586
381,281,2.833042601,-15.98232929,-0.09017484606
381,291,2.87398907,-16.16561365,-0.09017484606
381,301,2.914935539,-16.34889801,-0.08081228517
381,311,2.955882008,-16.53218237,-0.06611048131
381,321,2.964720782,-16.78809354,-0.05427232924
381,331,2.902897105,-16.95938528,-0.03285018376
381,341,2.346459133,-16.37088431,-0.00177586934
381,351,1.632080919,-15.63194056,-0.01831373875
381,361,1.340597281,-15.76980676,-0.09425688868
381,371,1.192156291,-16.30932003,-0.1592388887
381,381,2.682219703,-16.43106786,-0.05578503777
381,391,1.502985509,-16.39574711,-0.01497441273
381,401,2.617893729,-15.4890489,0.003969525018
381,411,0.8830635479,-15.37825298,-0.001000971041
381,421,2.73245344,-15.0713403,-0.1249646406
381,431,2.982949275,-13.82818449,-0.03926730291
381,441,3.08928341,-13.80450973,-0.07162337992
381,451,3.39606827,-14.04746799,-0.09338030528
381,461,3.688264892,-14.18629674,-0.1040979642
381,471,3.960126912,-14.17997898,-0.1155450351
381,481,4.231988931,-14.17366121,-0.1265009671
381,491,4.50385095,-14.16734344,-0.1307352766
381,501,4.86039916,-14.17727096,-0.1081305895
381,511,4.704135678,-14.07972167,-0.07673758437
381,521,4.329032239,-14.07912386,-0.05779772257
381,531,3.886866883,-14.2467031,-0.01071595768
381,541,3.243322073,-14.91929922,0.02083977574
381,551,2.599777262,-15.59189534,0.008721945641
381,561,2.198589054,-15.91265317,-0.03583603015
381,571,2.272169208,-15.54417171,-0.05957444831
381,581,2.345749363,-15.17569025,-0.05957444831
381,591,2.419329518,-14.80720879,-0.05957444831
381,601,2.492909672,-14.43872733,-0.05957444831
381,611,2.566489827,-14.07024587,-0.05957444831
381,621,2.640069982,-13.70176441,-0.05957444831
381,631,2.713650136,-13.33328295,-0.03939300704
381,641,2.768174572,-13.16012645,-0.01608489248
381,651,2.800318821,-13.21637137,0.005548672081
381,661,2.84082154,-13.078587,-0.05478914418
381,671,3.971378683,-13.3392871,-0.03566272168
381,681,3.26460712,-13.51105942,0.02465834118
381,691,2.877274372,-14.26889405,0.04594723261
381,701,2.273456271,-14.75927579,0.02180255515
381,711,2.21004177,-14.35772571,0.05071615041
391,1,NaN,NaN,NaN
391,11,NaN,NaN,NaN
391,21,NaN,NaN,NaN
391,31,2.501325409,-13.86074583,NaN
391,41,2.610075355,-14.23330646,-0.08462245091
391,51,2.841403443,-14.38936628,-0.1212082811
391,61,3.551224438,-14.62937395,-0.1037187194
391,71,3.578534088,-15.07662573,-0.04714658665
391,81,3.228741311,-15.32513945,-0.04136987434
391,91,3.161480882,-15.33938673,-0.0557974652
391,101,3.10277728,-15.33966954,-0.05227280645
391,111,3.147062194,-15.1718783,-0.04958988589
391,121,3.191347108,-15.00408706,-0.04958988589
391,131,3.235632021,-14.83629582,-0.04958988589
391,141,3.279916935,-14.66850458,-0.04958988589
391,151,3.324201849,-14.50071334,-0.04958988589
391,161,3.368486763,-14.3329221,-0.04958988589
391,171,3.412771676,-14.16513087,-0.04958988589
391,181,3.45705659,-13.99733963,-0.05399116785
391,191,3.589367143,-14.07139532,-0.05683105536
391,201,3.788780711,-13.97761547,-0.08432258341
391,211,4.097802449,-13.92124443,-0.04529482992
391,221,3.731049299,-13.59804714,-0.03225112464
391,231,3.22831488,-13.66109569,-0.03419405104
391,241,2.900420259,-14.26581921,-0.01422327982
391,251,2.825179901,-14.95355778,-0.03339390442
391,261,2.74363202,-15.59276799,-0.03307852818
391,271,2.662084138,-16.2319782,-0.03448544146
391,281,2.588074412,-16.84313128,-0.06340645157
391,291,2.629020881,-17.02641564,-0.09017484606
391,301,2.66996735,-17.2097,-0.09017484606
391,311,2.710913818,-17.39298436,-0.09017484606
391,321,2.751860287,-17.57626872,-0.08310524854
391,331,2.79563666,-17.62351153,-0.0767372895
391,341,2.985484423,-17.56498874,-0.1050249867
391,351,2.889192588,-17.00081102,-0.1028579706
391,361,2.179435096,-17.267278,-0.06107291387
391,371,1.802533835,-16.80881295,-0.05132644769
391,381,2.469894843,-16.29907969,0.01098861427
391,391,1.837654362,-16.25744663,0.0007468590939
391,401,2.731558634,-15.56291503,-0.004461058967
391,411,1.779143266,-15.48706112,-0.01947107503
391,421,2.903363841,-15.20886032,-0.0758336004
391,431,3.020775227,-14.07695287,-0.04002840267
391,441,3.073879909,-14.22513323,-0.06005682655
391,451,3.380664769,-14.46809148,-0.07274083545
391,461,3.687449629,-14.71104973,-0.07794731028
391,471,3.994234489,-14.95400799,-0.09019986326
391,481,4.296794389,-15.16680886,-0.1009175222
391,491,4.568656408,-15.16049109,-0.1129570957
391,501,4.862731757,-15.15843449,-0.1014893831
391,511,4.672208791,-15.11278097,-0.07502461017
391,521,4.297105352,-15.11218317,-0.06579558651
391,531,3.922001913,-15.11158536,-0.05253268081
391,541,3.449817398,-15.35444627,-0.005450915915
391,551,2.806272587,-16.0270424,0.01171894902
391,561,2.345144311,-16.4348175,-0.03283902678
391,571,2.418724466,-16.06633604,-0.05957444831
391,581,2.492304621,-15.69785458,-0.05957444831
391,591,2.565884775,-15.32937312,-0.05957444831
391,601,2.63946493,-14.96089166,-0.05957444831
391,611,2.713045084,-14.5924102,-0.05957444831
391,621,2.786625239,-14.22392874,-0.05957444831
391,631,2.860205394,-13.85544728,-0.05659227094
391,641,2.933785548,-13.48696582,-0.03991416232
391,651,3.006772855,-13.12456117,-0.03941414343
391,661,3.532053791,-13.22808639,-0.1011912256
391,671,4.542191467,-13.47522701,-0.03675692736
391,681,3.533618011,-13.82073634,0.1418112497
391,691,1.411793368,-13.71981661,0.1478177123
391,701,1.587089541,-13.9860617,0.0481757348
391,711,2.118778082,-13.78745798,-0.007176252338
401,1,NaN,NaN,NaN
401,11,NaN,NaN,NaN
401,21,NaN,NaN,NaN
401,31,2.495839105,-14.29637849,NaN
401,41,2.705402634,-14.84254121,-0.07385935969
401,51,2.86091856,-15.13250251,-0.1151524765
401,61,3.57348185,-15.33331739,-0.1160792439
401,71,3.745396617,-15.70874029,-0.0539419474
401,81,3.388285681,-15.9473648,-0.04108170551
401,91,3.322580035,-15.95907472,-0.0524940601
401,101,3.366864949,-15.79128348,-0.04958988589
401,111,3.411149863,-15.62349224,-0.04958988589
401,121,3.455434776,-15.455701,-0.04958988589
401,131,3.49971969,-15.28790977,-0.04958988589
401,141,3.544004604,-15.12011853,-0.04958988589
401,151,3.588289518,-14.95232729,-0.04958988589
401,161,3.632574431,-14.78453605,-0.04958988589
401,171,3.676859345,-14.61674481,-0.04958988589
401,181,3.721144259,-14.44895357,-0.04958988589
401,191,3.765429173,-14.28116233,-0.04619294872
401,201,3.983622271,-14.59791067,-0.05272648487
401,211,4.232589303,-14.32715127,-0.04398082607
401,221,3.734974566,-14.35530217,-0.02570804526
401,231,3.232240147,-14.41835072,-0.02719853407
401,241,2.764435185,-14.58961498,-0.02206487542
401,251,2.700702572,-15.36589094,-0.0339692916
401,261,2.61915469,-16.00510115,-0.03307852818
401,271,2.537606808,-16.64431137,-0.03307852818
401,281,2.456058926,-17.28352158,-0.03495846717
401,291,2.384052691,-17.88721763,-0.06387947729
401,301,2.42499916,-18.07050199,-0.09017484606
401,311,2.465945629,-18.25378635,-0.08875400044
401,321,2.478475185,-18.36547566,-0.07107030635
401,331,2.471741123,-18.26050694,-0.07783054785
401,341,2.761095324,-18.37782812,-0.1014271594
401,351,3.050449525,-18.4951493,-0.09677958426
401,361,2.884931737,-18.07792379,-0.01298868095
401,371,2.332538046,-17.04538923,0.01252949377
401,381,2.161189293,-16.17617504,0.01049317786
401,391,2.172323216,-16.11914614,-0.02037166368
401,401,2.84522354,-15.63678117,-0.03253160222
401,411,2.675222985,-15.59586927,-0.02140358496
401,421,3.074274241,-15.34638035,-0.02499463051
401,431,2.900075548,-14.45823647,-0.03733846899
401,441,3.058476409,-14.64575672,-0.0653216355
401,451,3.365261269,-14.88871498,-0.07274083545
401,461,3.672046129,-15.13167323,-0.07274083545
401,471,3.978830989,-15.37463148,-0.07274083545
401,481,4.285615849,-15.61758973,-0.07424870441
401,491,4.592400709,-15.86054799,-0.08278433657
401,501,4.899185569,-16.10350624,-0.05379593126
401,511,4.640281905,-16.14584028,-0.04843486731
401,521,4.265178466,-16.14524247,-0.05642302563
401,531,3.890075027,-16.14464467,-0.06177186797
401,541,3.514971588,-16.14404686,-0.04726763905
401,551,3.012767912,-16.46218945,-0.006309697505
401,561,2.491699569,-16.95698183,-0.0298420234
401,571,2.565279723,-16.58850037,-0.05957444831
401,581,2.638859878,-16.22001891,-0.05957444831
401,591,2.712440033,-15.85153745,-0.05605729229
401,601,2.786020187,-15.48305599,-0.04917507403
401,611,2.859600342,-15.11457453,-0.04229285576
401,621,2.933180497,-14.74609307,-0.0338583249
401,631,2.975714399,-14.31796806,-0.02339370599
401,641,2.977646541,-13.81184223,-0.04765191289
401,651,3.516137166,-13.406386,-0.1233085703
401,661,4.816215022,-13.5669929,0.01147779054
401,671,2.887258647,-14.07286143,0.08646788997
401,681,2.47494483,-13.80523252,0.04494796149
401,691,2.121042022,-13.25906827,0.05276827113
401,701,1.850547956,-13.08877638,0.0693828767
401,711,1.708676118,-13.43787367,0.04837528037
411,1,NaN,NaN,NaN
411,11,NaN,NaN,NaN
411,21,NaN,NaN,NaN
411,31,2.697832294,-15.33760644,NaN
411,41,2.860949682,-15.34541419,-0.06416825711
411,51,2.909479859,-15.82433659,-0.08716830138
411,61,3.485762446,-16.06648077,-0.1047432242
411,71,3.892416711,-16.34066085,-0.04568759606
411,81,3.547830051,-16.56959014,-0.03118119128
411,91,3.586667704,-16.41068867,-0.0437732211
411,101,3.630952618,-16.24289743,-0.04406699519
411,111,3.675237531,-16.07510619,-0.04408840624
411,121,3.719522445,-15.90731495,-0.04410981729
411,131,3.763807359,-15.73952371,-0.04413122834
411,141,3.808092273,-15.57173247,-0.0441526394
411,151,3.852377187,-15.40394123,-0.04417405045
411,161,3.8966621,-15.23614999,-0.0441954615
411,171,3.940947014,-15.06835876,-0.04421687256
411,181,3.985231928,-14.90056752,-0.04423828361
411,191,4.029516842,-14.73277628,-0.04425969466
411,201,4.073801755,-14.56498504,-0.02623150621
411,211,4.241634251,-15.04950866,-0.02528422827
411,221,3.738899832,-15.1125572,0.004744676776
411,231,3.236165413,-15.17560575,0.01184883245
411,241,2.733430994,-15.2386543,-0.02050088483
411,251,2.576225242,-15.77822411,-0.01914596209
411,261,2.494677361,-16.41743432,-0.02427977115
411,271,2.413129479,-17.05664453,-0.02563068671
411,281,2.331581597,-17.69585474,-0.02698160227
411,291,2.250033715,-18.33506495,-0.03068548254
411,301,2.180030971,-18.93130399,-0.06095740822
411,311,2.22097744,-19.11458835,-0.07216938484
411,321,2.14047157,-18.99187936,-0.05898377643
411,331,2.147845585,-18.89750234,-0.07853595171
411,341,2.437199786,-19.01482353,-0.07649145376
411,351,2.787914096,-18.81256629,-0.04818619232
